etID  | Input | Balkan Romance | Common Romanian | Output {GOLD}
209    | #nˈaːsum# | *#nˈasu# | *#nˈasu# | *#nˈas# {GOLD: #nˈas#}
210    | #pˌalˈaːtum# | *#palˈatu# | *#pəɾˈatu# | *#pərˈat# {GOLD: #pərˈat͡s#}
211    | #rˈoːstrum# | *#rˈostru# | *#rɾˈostɾu# | *#rˈostru# {GOLD: #rˈost#}
212    | #tˈestam# | *#tˈɛsta# | *#t͡se̯ˈastə# | *#t͡se̯ˈastə# {GOLD: #t͡se̯ˈastə#}
213    | #kˌerwˈiːkem# | *#c͡ɕerbˈic͡ɕe# | *#t͡ʃerbjˈit͡ʃe# | *#t͡ʃerbˈit͡ʃe# {GOLD: #t͡ʃerbˈit͡ʃe#}
214    | #ˈanimam# | *#ˈanema# | *#ˈənemə# | *#ˈɨnimə# {GOLD: #ˈinimə#}
215    | #kˌatˈeːnam# | *#katˈena# | *#kətˈenə# | *#kətˈinə# {GOLD: #kətˈinə#}
216    | #kˈoːleum# | *#kˈolju# | *#kˈoʎu# | *#kˈoj# {GOLD: #kˈoj#}
217    | #kˈostam# | *#kˈosta# | *#ko̯ˈastə# | *#ko̯ˈastə# {GOLD: #ko̯ˈastə#}
218    | #kˈuːlum# | *#kˈulu# | *#kˈuɾu# | *#kˈur# {GOLD: #kˈur#}
219    | #fˌiːkˈaːtum# | *#fikˈatu# | *#fjikˈatu# | *#fikˈat# {GOLD: #fikˈat#}
220    | #hˈumerum# | *#ˈumeru# | *#ˈumeɾu# | *#ˈumər# {GOLD: #ˈumər#}
221    | #mˈatiam# | *#mˈat͡sʲa# | *#mˈat͡sə# | *#mˈat͡sə# {GOLD: #mˈat͡s#}
222    | #mˌinuːtˈaliam# | *#menutˈalja# | *#menutˈaʎe# | *#məruntˈaje# {GOLD: #məruntˈaje#}
223    | #mˈuːskulum# | *#mˈusklu# | *#mˈuskʎu# | *#mˈuʃkj# {GOLD: #mˈuʃkj#}
224    | #pˈiskem# | *#pˈesc͡ɕe# | *#pe̯ˈaʃte# | *#pˈeʃte# {GOLD: #pˈeʃte#}
225    | #rˈeːnam# | *#rˈena# | *#rɾˈenə# | *#rˈɨnə# {GOLD: #rˈɨnə#}
226    | #rˌeːnˈikulum# | *#renˈeklu# | *#rɾinˈekʎu# | *#rɨnˈekj# {GOLD: #rinˈikj#}
227    | #rˌenˈunkulum# | *#renˈunklu# | *#rɾenˈunkʎu# | *#rərˈunkj# {GOLD: #rərˈunkj#}
228    | #sˈinum# | *#sˈenu# | *#sˈenu# | *#sˈin# {GOLD: #sˈɨn#}
229    | #spˌiːnˈaːlem# | *#spinˈale# | *#spjinˈaɾe# | *#spinˈare# {GOLD: #spinˈare#}
230    | #splˈeːnam# | *#splˈena# | *#splˈenə# | *#splˈinə# {GOLD: #splˈinə#}
231    | #sˌubˈaːlam# | *#suˈala# | *#suˈaɾə# | *#suˈarə# {GOLD: #suo̯ˈarə#}
232    | #tˈitiam# | *#tˈit͡sʲa# | *#t͡sˈit͡sə# | *#t͡sˈɨt͡sə# {GOLD: #t͡sˈɨt͡sə#}
233    | #trˈunkulum# | *#trˈunklu# | *#tɾˈunkʎu# | *#trˈunkj# {GOLD: #trˈunkj#}
234    | #ˌumbilˈiːkum# | *#umbelˈiku# | *#umbeɾˈiku# | *#umberˈik# {GOLD: #burˈik#}
235    | #wˌenˈeːnum# | *#venˈenu# | *#vjinˈenu# | *#vinˈin# {GOLD: #venˈin#}
236    | #wˈentrem# | *#vˈɛntre# | *#vˈentɾe# | *#vˈintre# {GOLD: #vˈintre#}
237    | #ˈarmum# | *#ˈarmu# | *#ˈaɾmu# | *#ˈarm# {GOLD: #ˈarm#}
238    | #brˈakʰkʰium# | *#brˈat͡sʲu# | *#bɾˈat͡su# | *#brˈat͡s# {GOLD: #brˈat͡s#}
239    | #kˌalkˈaːneum# | *#kalkˈanju# | *#kəlkˈəɲu# | *#kəlkˈɨj# {GOLD: #kəlkˈɨj#}
240    | #kˈubitum# | *#kˈubtu# | *#kˈubtu# | *#kˈub# {GOLD: #kˈot#}
241    | #dˈiɡitum# | *#dˈeɟ͡ʑetu# | *#de̯ˈad͡ʒetu# | *#dˈed͡ʒet# {GOLD: #dˈed͡ʒet#}
242    | #dˌiːrˈeːktum# | *#drˈeptu# | *#dɾˈeptu# | *#drˈept# {GOLD: #drˈept#}
243    | #ɡˌenˈukulum# | *#ɟ͡ʑenˈuklu# | *#d͡ʒenˈukʎu# | *#d͡ʒenˈunkj# {GOLD: #d͡ʒenˈunkj#}
244    | #mˈanam# | *#mˈana# | *#mˈənə# | *#mˈɨnə# {GOLD: #mˈɨnə#}
245    | #pˈalmam# | *#pˈalma# | *#pˈalmə# | *#pˈalmə# {GOLD: #pˈalmə#}
246    | #pˌetiˈolum# | *#pec͡ɕˈolu# | *#pet͡ʃˈoɾu# | *#pet͡ʃˈor# {GOLD: #pit͡ʃˈor#}
247    | #pˈulpam# | *#pˈulpa# | *#pˈulpə# | *#pˈulpə# {GOLD: #pˈulpə#}
248    | #ˈunɡulam# | *#ˈunɡla# | *#ˈunɡʎe# | *#ˈunɡje# {GOLD: #ˈunɡje#}
249    | #kˈarnem# | *#kˈarne# | *#kˈaɾne# | *#kˈarne# {GOLD: #kˈarne#}
250    | #mˌedˈullam# | *#medˈulla# | *#medˈuvə# | *#mədˈuvə# {GOLD: #mədˈuvə#}
251    | #ˈossum# | *#ˈosu# | *#ˈosu# | *#ˈos# {GOLD: #ˈos#}
252    | #pˈellem# | *#pˈɛlle# | *#pje̯ˈale# | *#pjˈele# {GOLD: #pjˈele#}
253    | #ˌawdˈiː# | *#awdˈi# | *#awd͡zˈi# | *#awzˈi# {GOLD: #awzˈi#}
254    | #ˌaskultˈaː# | *#askultˈa# | *#askultˈa# | *#askultˈa# {GOLD: #askultˈa#}
255    | #kˌirkˈaː# | *#c͡ɕerkˈa# | *#t͡ʃerkˈa# | *#t͡ʃerkˈa# {GOLD: #t͡ʃerkˈa#}
256    | #ɡˌustˈaː# | *#ɡustˈa# | *#ɡustˈa# | *#ɡustˈa# {GOLD: #ɡustˈa#}
257    | #ɡˈustum# | *#ɡˈustu# | *#ɡˈustu# | *#ɡˈust# {GOLD: #ɡˈust#}
258    | #sˌentˈiː# | *#semtˈi# | *#semt͡sˈi# | *#simt͡sˈi# {GOLD: #simt͡sˈi#}
259    | #wˌidˈeː# | *#vedˈe# | *#vede̯ˈa# | *#vede̯ˈa# {GOLD: #vede̯ˈa#}
260    | #stˌernuːtˈaː# | *#sternutˈa# | *#steɾnutˈa# | *#sternutˈa# {GOLD: #strənutˈa#}
261    | #sˌufflˈaː# | *#suflˈa# | *#suflˈa# | *#suflˈa# {GOLD: #suflˈa#}
262    | #ˌassudˈaː# | *#asudˈa# | *#asudˈa# | *#asudˈa# {GOLD: #asudˈa#}
263    | #kˌakˈaː# | *#kakˈa# | *#kəkˈa# | *#kəkˈa# {GOLD: #kəkˈa#}
264    | #fˈamem# | *#fˈome# | *#fo̯ˈame# | *#fo̯ˈame# {GOLD: #fo̯ˈame#}
265    | #ˌinɡlˌuttˈiː# | *#enɡlutˈi# | *#enɡʎut͡sˈi# | *#ɨnɡjut͡sˈi# {GOLD: #ɨnɡjit͡sˈi#}
266    | #ˌintˈinɡe# | *#entˈenɟ͡ʑe# | *#entˈend͡ʒe# | *#ɨntˈind͡ʒe# {GOLD: #ɨntˈind͡ʒe#}
267    | #lˈaːkrimam# | *#lˈakrema# | *#lˈakɾemə# | *#lˈakrimə# {GOLD: #lˈakrimə#}
268    | #mˈuːkkum# | *#mˈuku# | *#mˈuku# | *#mˈuk# {GOLD: #mˈuk#}
269    | #sˌatˈullum# | *#satˈullu# | *#sətˈulu# | *#sətˈul# {GOLD: #sətˈul#}
270    | #sˌaturˈaː# | *#saturˈa# | *#sətuɾˈa# | *#səturˈa# {GOLD: #səturˈa#}
271    | #sˌorbˈiː# | *#sorbˈi# | *#surbjˈi# | *#surbˈi# {GOLD: #sorbˈi#}
272    | #sˌuːdˈoːrem# | *#sudˈore# | *#sudo̯ˈaɾe# | *#sudo̯ˈare# {GOLD: #sudo̯ˈare#}
273    | #sˈuːɡe# | *#sˈuɟ͡ʑe# | *#sˈud͡ʒe# | *#sˈud͡ʒe# {GOLD: #sˈud͡ʒe#}
274    | #kˌoːnstˈaː# | *#kostˈa# | *#kustˈa# | *#kustˈa# {GOLD: #kustˈa#}
275    | #fˌaktˈuːram# | *#faptˈura# | *#fəptˈuɾə# | *#fəptˈurə# {GOLD: #fəptˈurə#}
276    | #fˈie# | *#fˈi# | *#fjˈi# | *#fˈi# {GOLD: #fˈi#}
277    | #lˌapidˈaː# | *#lapedˈa# | *#ləpedˈa# | *#ləpədˈa# {GOLD: #ləpədˈa#}
278    | #nˈaːske# | *#nˈasc͡ɕe# | *#nˈaʃte# | *#nˈaʃte# {GOLD: #nˈaʃte#}
279    | #wˈiwum# | *#vˈiu# | *#vjˈiw# | *#vˈiw# {GOLD: #vˈiw#}
280    | #wˈiːwe# | *#vˈije# | *#vjˈije# | *#vˈije# {GOLD: #vˈije#}
281    | #kˌastiːɡˈaː# | *#kastiɡˈa# | *#kəʃtiɡˈa# | *#kɨʃtiɡˈa# {GOLD: #kɨʃtiɡˈa#}
282    | #krˈeːske# | *#krˈesc͡ɕe# | *#kɾe̯ˈaʃte# | *#krˈeʃte# {GOLD: #krˈeʃte#}
283    | #dˌormˈiː# | *#dormˈi# | *#doɾmˈi# | *#dormˈi# {GOLD: #dormˈi#}
284    | #dˌormiːtˈaː# | *#dormitˈa# | *#doɾmitˈa# | *#dormitˈa# {GOLD: #dormitˈa#}
285    | #mˌanˈeː# | *#manˈe# | *#məne̯ˈa# | *#mɨne̯ˈa# {GOLD: #mɨne̯ˈa#}
286    | #mˌaːnikˈaː# | *#manekˈa# | *#mənekˈa# | *#mɨnekˈa# {GOLD: #mɨnekˈa#}
287    | #rˌepˌawsˈaː# | *#reposˈa# | *#rɾepusˈa# | *#rəpusˈa# {GOLD: #rəposˈa#}
288    | #sˈomnum# | *#sˈomnu# | *#sˈomnu# | *#sˈomn# {GOLD: #sˈomn#}
289    | #wˌiɡilˈaː# | *#veɡlˈa# | *#veɡʎˈa# | *#veɡe̯ˈa# {GOLD: #veɡe̯ˈa#}
290    | #wˈiːsum# | *#vˈisu# | *#vjˈisu# | *#vˈis# {GOLD: #vˈis#}
291    | #ˌekskˌaldˈaː# | *#skaldˈa# | *#skəldˈa# | *#skəldˈa# {GOLD: #skəldˈa#}
292    | #lˌawˈaː# | *#laˈa# | *#lˈa# | *#lˈa# {GOLD: #lˈa#}
293    | #pˌaːɡˈaːnum# | *#paɡˈanu# | *#pəɡˈənu# | *#pəɡˈɨn# {GOLD: #pəɡˈɨn#}
294    | #spˌurkˈaː# | *#spurkˈa# | *#spurkˈa# | *#spurkˈa# {GOLD: #spurkˈa#}
295    | #blˈandum# | *#blˈandu# | *#blˈəndu# | *#blˈɨnd# {GOLD: #blˈɨnd#}
296    | #blˌandˈitiem# | *#blandˈet͡sʲe# | *#blənde̯ˈat͡se# | *#blɨndˈet͡se# {GOLD: #blɨndˈet͡se#}
297    | #inkˌommˈitte# | *#enkommˈete# | *#enkume̯ˈate# | *#ɨnkumˈete# {GOLD: #ɨnkumˈete#}
298    | #kˈompitum# | *#kˈompetu# | *#kˈumpetu# | *#kˈumpət# {GOLD: #kˈumpət#}
299    | #kottizˈaː# | *#kotezˈa# | *#kutezˈa# | *#kutezˈa# {GOLD: #kutezˈa#}
300    | #dolˈeː# | *#dolˈe# | *#duɾe̯ˈa# | *#dure̯ˈa# {GOLD: #dure̯ˈa#}
301    | #dˈolum# | *#dˈolu# | *#dˈoɾu# | *#dˈor# {GOLD: #dˈor#}
302    | #fˌeːlˈiːkem# | *#felˈic͡ɕe# | *#feɾˈit͡ʃe# | *#ferˈit͡ʃe# {GOLD: #ferˈit͡ʃe#}
303    | #ˌindˌuːrˈaː# | *#endurˈa# | *#enduɾˈa# | *#ɨndurˈa# {GOLD: #ɨndurˈa#}
304    | #ˌintˌerritˈaː# | *#enterretˈa# | *#enterɾetˈa# | *#ɨnterətˈa# {GOLD: #ɨntərɨtˈa#}
305    | #ˌinwiːtˈaː# | *#envitˈa# | *#envjitˈa# | *#ɨnvitˈa# {GOLD: #ɨnvitˈa#}
306    | #mˈalum# | *#mˈalu# | *#mˈaɾu# | *#mˈar# {GOLD: #mˈar#}
307    | #manˈia# | *#manˈea# | *#məne̯ˈa# | *#mɨne̯ˈa# {GOLD: #mɨnˈije#}
308    | #miːrˈaː# | *#mirˈa# | *#miɾˈa# | *#mirˈa# {GOLD: #mirˈa#}
309    | #mˌiserˈeːre# | *#meserˈere# | *#meseɾe̯ˈaɾe# | *#miserˈere# {GOLD: #meserˈere#}
310    | #mˌoːnstrˈaː# | *#mostrˈa# | *#mustɾˈa# | *#mustrˈa# {GOLD: #mustrˈa#}
311    | #pˌakˈaː# | *#pakˈa# | *#pəkˈa# | *#pəkˈa# {GOLD: #pəkˈa#}
312    | #pˌae̯nitˈaː# | *#panetˈa# | *#pənetˈa# | *#pənətˈa# {GOLD: #pənətˈa#}
313    | #pˌatˈiː# | *#patˈi# | *#pət͡sˈi# | *#pət͡sˈi# {GOLD: #pət͡sˈi#}
314    | #pˌensˈaː# | *#pesˈa# | *#pesˈa# | *#pəsˈa# {GOLD: #pəsˈa#}
315    | #piɡritˈaː# | *#preɟ͡ʑetˈa# | *#pɾed͡ʒetˈa# | *#pred͡ʒetˈa# {GOLD: #pred͡ʒetˈa#}
316    | #plaːkˈeː# | *#plac͡ɕˈe# | *#plət͡ʃe̯ˈa# | *#plət͡ʃe̯ˈa# {GOLD: #plət͡ʃe̯ˈa#}
317    | #plˈanɡe# | *#plˈanɟ͡ʑe# | *#plˈənd͡ʒe# | *#plˈɨnd͡ʒe# {GOLD: #plˈɨnd͡ʒe#}
318    | #rˈiːde# | *#rˈide# | *#rɾˈide# | *#rˈɨde# {GOLD: #rˈɨde#}
319    | #rˈisum# | *#rˈesu# | *#rɾˈesu# | *#rˈəs# {GOLD: #rˈɨs#}
320    | #sufferˈiː# | *#suferˈi# | *#sufeɾˈi# | *#suferˈi# {GOLD: #suferˈi#}
321    | #superˈaː# | *#superˈa# | *#supeɾˈa# | *#supərˈa# {GOLD: #supərˈa#}
322    | #suspiːrˈaː# | *#suspirˈa# | *#suspjiɾˈa# | *#suspirˈa# {GOLD: #suspinˈa#}
323    | #tˈime# | *#tˈeme# | *#te̯ˈame# | *#tˈeme# {GOLD: #tˈeme#}
324    | #timˈoːrem# | *#temˈore# | *#temo̯ˈaɾe# | *#temo̯ˈare# {GOLD: #temo̯ˈare#}
325    | #tremulˈaː# | *#tremulˈa# | *#tɾemuɾˈa# | *#tremurˈa# {GOLD: #tremurˈa#}
326    | #trˈiːstum# | *#trˈistu# | *#tɾˈistu# | *#trˈist# {GOLD: #trˈist#}
327    | #turbˈaː# | *#turbˈa# | *#turbˈa# | *#turbˈa# {GOLD: #turbˈa#}
328    | #turbulˈaː# | *#turbulˈa# | *#turbuɾˈa# | *#turburˈa# {GOLD: #turburˈa#}
329    | #wirtˈuːtem# | *#vertˈute# | *#vertˈute# | *#vɨrtˈute# {GOLD: #vɨrtˈute#}
330    | #kˌirkitˈaː# | *#c͡ɕerc͡ɕetˈa# | *#t͡ʃert͡ʃetˈa# | *#t͡ʃert͡ʃetˈa# {GOLD: #t͡ʃert͡ʃetˈa#}
331    | #kˌoːɡitˈaː# | *#koɟ͡ʑetˈa# | *#kud͡ʒetˈa# | *#kud͡ʒetˈa# {GOLD: #kud͡ʒetˈa#}
332    | #kˌonˈoːske# | *#konˈosc͡ɕe# | *#kuno̯ˈaʃte# | *#kuno̯ˈaʃte# {GOLD: #kuno̯ˈaʃte#}
333    | #krˈeːde# | *#krˈede# | *#kɾe̯ˈade# | *#krˈede# {GOLD: #krˈede#}
334    | #ˌintˌelleːktiˈoːnem# | *#ent͡sellepc͡ɕˈone# | *#ent͡selept͡ʃˈune# | *#ɨnt͡selept͡ʃˈune# {GOLD: #ɨnt͡selept͡ʃˈune#}
335    | #ˌintˌellˈeːktum# | *#ent͡sellˈeptu# | *#ent͡selˈeptu# | *#ɨnt͡selˈept# {GOLD: #ɨnt͡selˈept#}
336    | #ˌintˌellˈiɡe# | *#ent͡sellˈeɟ͡ʑe# | *#ent͡sele̯ˈad͡ʒe# | *#ɨnt͡selˈed͡ʒe# {GOLD: #ɨnt͡selˈed͡ʒe#}
337    | #juːdikˈaː# | *#ɟ͡ʑudekˈa# | *#d͡ʒudekˈa# | *#ʒudekˈa# {GOLD: #ʒudekˈa#}
338    | #mˈentem# | *#mˈɛnte# | *#mˈente# | *#mˈinte# {GOLD: #mˈinte#}
339    | #mentiˈoːnem# | *#menc͡ɕˈone# | *#ment͡ʃˈune# | *#mint͡ʃˈune# {GOLD: #mint͡ʃˈunə#}
340    | #mentˈiː# | *#mentˈi# | *#ment͡sˈi# | *#mint͡sˈi# {GOLD: #mint͡sˈi#}
341    | #parˈeː# | *#parˈe# | *#pəɾe̯ˈa# | *#pəre̯ˈa# {GOLD: #pəre̯ˈa#}
342    | #perkˈipe# | *#prec͡ɕˈepe# | *#pɾet͡ʃe̯ˈape# | *#prit͡ʃˈepe# {GOLD: #prit͡ʃˈepe#}
343    | #skˈiː# | *#sc͡ɕˈi# | *#ʃtˈi# | *#ʃtˈi# {GOLD: #ʃtˈi#}
344    | #sˌanitˈoːsum# | *#sanetˈosu# | *#sənetˈosu# | *#sɨnətˈos# {GOLD: #sənətˈos#}
345    | #wˌindikˈaː# | *#vendekˈa# | *#vendekˈa# | *#vindekˈa# {GOLD: #vindekˈa#}
346    | #wˌirtuˈoːsum# | *#vertˈosu# | *#vertˈosu# | *#vɨrtˈos# {GOLD: #vɨrtˈos#}
347    | #ˌarˈaneam# | *#arˈanja# | *#aɾˈəɲe# | *#arˈɨje# {GOLD: #rˈɨje#}
348    | #kˈae̯kia# | *#c͡ɕˈɛt͡sʲa# | *#t͡ʃe̯ˈat͡sə# | *#t͡ʃe̯ˈat͡sə# {GOLD: #t͡ʃe̯ˈat͡sə#}
349    | #katˈellum# | *#katˈɛllu# | *#kət͡sˈelu# | *#kət͡sˈel# {GOLD: #kət͡sˈel#}
350    | #kˈossis# | *#kˈosi# | *#kˈoʃi# | *#kˈoʃj# {GOLD: #kˈoʃ#}
351    | #kˈyma# | *#c͡ɕˈuma# | *#t͡ʃˈumə# | *#t͡ʃˈumə# {GOLD: #t͡ʃˈumə#}
352    | #dˌoloːrˈoːsum# | *#dolorˈosu# | *#duɾuɾˈosu# | *#dururˈos# {GOLD: #dururˈos#}
353    | #fˈebrim# | *#fˈɛwri# | *#fjˈewɾi# | *#fjˈewrj# {GOLD: #fjˈor#}
354    | #frˈiːɡora# | *#frˈiɡora# | *#fɾˈiɡuɾə# | *#frˈiɡurə# {GOLD: #frˈiɡurj#}
355    | #ɡˈeme# | *#ɟ͡ʑˈɛme# | *#d͡ʒe̯ˈame# | *#d͡ʒˈeme# {GOLD: #d͡ʒˈeme#}
356    | #ɡˈemitum# | *#ɟ͡ʑˈɛmetu# | *#d͡ʒe̯ˈametu# | *#d͡ʒe̯ˈamət# {GOLD: #d͡ʒe̯ˈamət#}
357    | #ɡˈuttam# | *#ɡˈuta# | *#ɡˈutə# | *#ɡˈutə# {GOLD: #ɡˈutə#}
358    | #jˌakˈeː# | *#ɟ͡ʑac͡ɕˈe# | *#d͡ʒət͡ʃe̯ˈa# | *#d͡ʒət͡ʃe̯ˈa# {GOLD: #zət͡ʃe̯ˈa#}
359    | #jˌakˈeː# | *#ɟ͡ʑac͡ɕˈe# | *#d͡ʒət͡ʃe̯ˈa# | *#d͡ʒət͡ʃe̯ˈa# {GOLD: #d͡ʒət͡ʃe̯ˈa#}
360    | #lˌae̯sionˈaː# | *#lɛsjonˈa# | *#leʃunˈa# | *#leʃunˈa# {GOLD: #leʃinˈa#}
361    | #lˌanɡwˈeːskoː# | *#lanɟ͡ʑˈesko# | *#lənd͡ʒˈesku# | *#lɨnd͡ʒˈesk# {GOLD: #lɨnd͡ʒˈesk#}
362    | #lˈanɡwidum# | *#lˈanɟ͡ʑedu# | *#lˈənd͡ʒedu# | *#lˈɨnd͡ʒed# {GOLD: #lˈɨnd͡ʒed#}
363    | #lˌanɡwˈoːrem# | *#lanɡˈore# | *#lənɡo̯ˈaɾe# | *#lɨnɡo̯ˈare# {GOLD: #lɨnɡo̯ˈare#}
364    | #morˈiː# | *#morˈi# | *#muɾˈi# | *#murˈi# {GOLD: #murˈi#}
365    | #mˈortem# | *#mˈorte# | *#mo̯ˈarte# | *#mo̯ˈarte# {GOLD: #mo̯ˈarte#}
366    | #mˈortum# | *#mˈortu# | *#mˈortu# | *#mˈort# {GOLD: #mˈort#}
367    | #ˌokkˈiːde# | *#oc͡ɕˈide# | *#ut͡ʃˈide# | *#ut͡ʃˈide# {GOLD: #ut͡ʃˈide#}
368    | #pˌerˈiː# | *#perˈi# | *#peɾˈi# | *#perˈi# {GOLD: #pjerˈi#}
369    | #pˌetˈiːɡinem# | *#petˈiɟ͡ʑene# | *#pet͡sˈid͡ʒene# | *#pet͡sˈind͡ʒine# {GOLD: #pet͡ʃˈind͡ʒine#}
370    | #puːrˈoːnium# | *#purˈonju# | *#puɾˈuɲu# | *#purˈuj# {GOLD: #purˈoj#}
371    | #pustulˈellam# | *#pusklˈɛlla# | *#puskʎe̯ˈa# | *#puske̯ˈa# {GOLD: #puʃke̯ˈa#}
372    | #rˌepˈoːne# | *#repˈone# | *#rɾepˈune# | *#rəpˈune# {GOLD: #rəpˈune#}
373    | #tˌussˈiː# | *#tusˈi# | *#tuʃˈi# | *#tuʃˈi# {GOLD: #tuʃˈi#}
374    | #tˈussem# | *#tˈuse# | *#tˈuse# | *#tˈuse# {GOLD: #tˈuse#}
375    | #mˈankum# | *#mˈanku# | *#mˈənku# | *#mˈɨnk# {GOLD: #mˈɨnk#}
376    | #mˈuːtum# | *#mˈutu# | *#mˈutu# | *#mˈut# {GOLD: #mˈut#}
377    | #ˈorbum# | *#ˈorbu# | *#ˈorbu# | *#ˈorb# {GOLD: #ˈorb#}
378    | #eksklˈoppum# | *#sklˈopu# | *#skʎˈopu# | *#ʃkjˈop# {GOLD: #ʃkjˈop#}
379    | #ekskloppˈaː# | *#sklopˈa# | *#skʎopˈa# | *#ʃkjopˈa# {GOLD: #ʃkjopˈa#}
380    | #sˈurdum# | *#sˈurdu# | *#sˈurdu# | *#sˈurd# {GOLD: #sˈurd#}
381    | #kamˈisiam# | *#kamˈesja# | *#kəme̯ˈaʃə# | *#kəme̯ˈaʃə# {GOLD: #kəmˈaʃə#}
382    | #lˈiːneam# | *#lˈinja# | *#ʎˈiɲe# | *#ˈije# {GOLD: #ˈije#}
383    | #mˈanikam# | *#mˈaneka# | *#mˈənekə# | *#mˈɨnikə# {GOLD: #mˈɨnekə#}
384    | #mˈanikam# | *#mˈaneka# | *#mˈənekə# | *#mˈɨnikə# {GOLD: #mˈɨnikə#}
385    | #palliˈoːlam# | *#palljˈola# | *#pəʎo̯ˈaɾə# | *#pəjo̯ˈarə# {GOLD: #pəjo̯ˈarə#}
386    | #sˈarikam# | *#sˈareka# | *#sˈaɾekə# | *#sˈarikə# {GOLD: #sˈarikə#}
387    | #westiːmˈentum# | *#bestimˈɛntu# | *#beʃtimˈentu# | *#beʃtimˈɨnt# {GOLD: #veʃmˈɨnt#}
388    | #kalkeamˈentum# | *#kalc͡ɕamˈɛntu# | *#kəlt͡ʃəmˈentu# | *#kəlt͡ʃəmˈɨnt# {GOLD: #kəlt͡səmˈɨnt#}
389    | #aːnˈellum# | *#anˈɛllu# | *#əɲˈelu# | *#ɨjˈel# {GOLD: #inˈel#}
390    | #brakʰiˈaːla# | *#brat͡sʲˈala# | *#bɾət͡sˈaɾə# | *#brət͡sˈarə# {GOLD: #brət͡sˈarə#}
391    | #kirkˈellum# | *#c͡ɕerc͡ɕˈɛllu# | *#t͡ʃert͡ʃˈelu# | *#t͡ʃert͡ʃˈel# {GOLD: #t͡ʃert͡ʃˈel#}
392    | #korˈoːnam# | *#korˈona# | *#kuɾˈunə# | *#kunˈunə# {GOLD: #kunˈunə#}
393    | #marɡˈellam# | *#marɟ͡ʑˈɛlla# | *#mərd͡ʒe̯ˈa# | *#mərd͡ʒe̯ˈa# {GOLD: #mərd͡ʒe̯ˈa#}
394    | #bˈalteum# | *#bˈalt͡sʲu# | *#bˈalt͡su# | *#bˈalt͡s# {GOLD: #bˈalt͡s#}
395    | #braːkˈiːle# | *#brac͡ɕˈile# | *#bɾət͡ʃˈiɾe# | *#brət͡ʃˈire# {GOLD: #brət͡ʃˈire#}
396    | #kˈinɡulam# | *#klˈenɡa# | *#kʎˈenɡə# | *#kjˈinɡə# {GOLD: #kjˈinɡə#}
397    | #fˈaskiam# | *#fˈaɕa# | *#fˈaʃə# | *#fˈaʃə# {GOLD: #fˈaʃə#}
398    | #faskˈiolam# | *#faɕˈola# | *#fəʃo̯ˈaɾə# | *#fəʃo̯ˈarə# {GOLD: #fɨʃio̯ˈarə#}
399    | #fˈiːlum# | *#fˈilu# | *#fjˈiɾu# | *#fˈir# {GOLD: #fˈir#}
400    | #ɡlˈemum# | *#ɡlˈɛmu# | *#ɡʎˈemu# | *#ɡjˈem# {GOLD: #ɡjˈem#}
401    | #liɡaːtˈuːram# | *#leɡatˈura# | *#leɡətˈuɾə# | *#leɡətˈurə# {GOLD: #leɡətˈurə#}
402    | #wˈittam# | *#bˈeta# | *#be̯ˈatə# | *#bˈatə# {GOLD: #bˈatə#}
403    | #kalkeˈaː# | *#kalt͡sʲˈa# | *#kəlt͡sˈa# | *#kəlt͡sˈa# {GOLD: #kəlt͡sˈa#}
404    | #inkˈinɡe# | *#enc͡ɕˈenɟ͡ʑe# | *#ent͡ʃˈend͡ʒe# | *#ɨnt͡ʃˈind͡ʒe# {GOLD: #ɨnt͡ʃˈind͡ʒe#}
405    | #koːnsˈue# | *#kˈose# | *#ko̯ˈase# | *#ko̯ˈase# {GOLD: #ko̯ˈase#}
406    | #diskˈulkium# | *#deskˈult͡sʲu# | *#deskˈult͡su# | *#deskˈult͡s# {GOLD: #deskˈult͡s#}
407    | #diskalkeˈaː# | *#deskalt͡sʲˈa# | *#deskəlt͡sˈa# | *#deskəlt͡sˈa# {GOLD: #deskəlt͡sˈa#}
408    | #diskulkiˈaː# | *#deskult͡sʲˈa# | *#deskult͡sˈa# | *#deskult͡sˈa# {GOLD: #deskult͡sˈa#}
409    | #imbrakˈaː# | *#embrakˈa# | *#embɾəkˈa# | *#ɨmbrəkˈa# {GOLD: #ɨmbrəkˈa#}
410    | #insolˈaː# | *#ensolˈa# | *#ensuɾˈa# | *#ɨnsurˈa# {GOLD: #ɨnsurˈa#}
411    | #infaskiolˈaː# | *#enfaɕolˈa# | *#enfəʃuɾˈa# | *#ɨnfəʃurˈa# {GOLD: #ɨnfəʃurˈa#}
